event_time,player_id,event_type,stake,payout,session_id
1788460950,s1,lose,,,s1-S5
1788460953,s1,spin,7.61,,s1-S5
1788460961,s1,lose,,,s1-S5
1788460966,s1,spin,13.65,,s1-S5
1788460970,s1,lose,,,s1-S5
1788460973,s1,spin,15.56,,s1-S5
1788460978,s1,lose,,,s1-S5
1788460982,s1,spin,10.45,,s1-S5
1788460990,s1,lose,,,s1-S5
1788460993,s1,spin,28.88,,s1-S5
1788460998,s1,lose,,,s1-S5
1788461001,s1,spin,43.36,,s1-S5
1788461007,s1,almost,,,s1-S5
1788461010,s1,spin,80.94,,s1-S5
1788461015,s1,lose,,,s1-S5
1788461019,s1,spin,39.74,,s1-S5
1788461024,s1,lose,,,s1-S5
1788461027,s1,spin,54.62,,s1-S5
1788461030,s1,almost,,,s1-S5
1788461033,s1,spin,166.3,,s1-S5
1788461038,s1,lose,,,s1-S5
1788461041,s1,spin,115.02,,s1-S5
1788461047,s1,almost,,,s1-S5
1788461049,s1,spin,254.89,,s1-S5
1788461055,s1,lose,,,s1-S5
1788461059,s1,spin,256.67,,s1-S5
1788461065,s1,lose,,,s1-S5
1788461068,s1,spin,560.35,,s1-S5
1788461073,s1,lose,,,s1-S5
1788461075,s1,spin,425.86,,s1-S5
1788461080,s1,lose,,,s1-S5
1788461083,s1,spin,611.23,,s1-S5
1788461088,s1,lose,,,s1-S5
1788461090,s1,spin,1317.42,,s1-S5
1788461094,s1,lose,,,s1-S5
1788461096,s1,spin,1000.61,,s1-S5
1788461103,s1,lose,,,s1-S5
1788461105,s1,spin,2173.35,,s1-S5
1788461111,s1,lose,,,s1-S5
1788461115,s1,spin,2048.84,,s1-S5
1788461120,s1,lose,,,s1-S5
1788461142,s1,signout,,,s1-S5
1788516283,s1,signin,,,s1-S6
1788516393,s1,topup,,,s1-S6
1788516467,s1,spin,2.89,,s1-S6
1788516470,s1,lose,,,s1-S6
1788516494,s1,spin,6.29,,s1-S6
1788516500,s1,lose,,,s1-S6
1788516526,s1,spin,15.78,,s1-S6
1788516534,s1,lose,,,s1-S6
1788516556,s1,spin,5.8,,s1-S6
1788516561,s1,cashout,,20.99,s1-S6
1788516623,s1,spin,6.04,,s1-S6
1788516627,s1,almost,,,s1-S6
1788516642,s1,spin,6.78,,s1-S6
1788516647,s1,lose,,,s1-S6
1788516666,s1,spin,10.76,,s1-S6
1788516671,s1,lose,,,s1-S6
1788516697,s1,spin,22.26,,s1-S6
1788516702,s1,lose,,,s1-S6
1788516728,s1,spin,25.02,,s1-S6
1788516732,s1,lose,,,s1-S6
1788516745,s1,spin,38.49,,s1-S6
1788516752,s1,almost,,,s1-S6
1788516764,s1,spin,22.58,,s1-S6
1788516769,s1,cashout,,53.22,s1-S6
1788516807,s1,spin,5.41,,s1-S6
1788516811,s1,lose,,,s1-S6
1788516833,s1,spin,7.4,,s1-S6
1788516839,s1,cashout,,13.09,s1-S6
1788516880,s1,spin,2.89,,s1-S6
1788516888,s1,lose,,,s1-S6
1788516921,s1,signout,,,s1-S6
1788571019,s2,signin,,,s2-S6
1788571114,s2,topup,,,s2-S6
1788571185,s2,spin,6.87,,s2-S6
1788571192,s2,almost,,,s2-S6
1788571214,s2,spin,5,,s2-S6
1788571218,s2,almost,,,s2-S6
1788571237,s2,spin,15.53,,s2-S6
1788571241,s2,lose,,,s2-S6
1788571254,s2,spin,13.6,,s2-S6
1788571260,s2,cashout,,48.76,s2-S6
1788571340,s2,spin,9.75,,s2-S6
1788571348,s2,lose,,,s2-S6
1788571361,s2,spin,3.81,,s2-S6
1788571367,s2,lose,,,s2-S6
1788571400,s2,signout,,,s2-S6
1788700865,s1,signin,,,s1-S7
1788700980,s1,topup,,,s1-S7
1788701038,s1,spin,3.78,,s1-S7
1788701043,s1,lose,,,s1-S7
1788701069,s1,spin,4.52,,s1-S7
1788701077,s1,lose,,,s1-S7
1788701089,s1,spin,13.28,,s1-S7
1788701093,s1,lose,,,s1-S7
1788701118,s1,spin,18.62,,s1-S7
1788701121,s1,lose,,,s1-S7
1788701143,s1,spin,30.16,,s1-S7
1788701150,s1,lose,,,s1-S7
1788701174,s1,spin,25.73,,s1-S7
1788701180,s1,lose,,,s1-S7
1788701197,s1,spin,16.28,,s1-S7
1788701202,s1,lose,,,s1-S7
1788701220,s1,spin,42.76,,s1-S7
1788701224,s1,lose,,,s1-S7
1788701234,s1,spin,68.13,,s1-S7
1788701238,s1,cashout,,129.22,s1-S7
1788701294,s1,spin,7.55,,s1-S7
1788701301,s1,almost,,,s1-S7
1788701312,s1,spin,8.98,,s1-S7
1788701316,s1,cashout,,21.72,s1-S7
1788701363,s1,spin,4.54,,s1-S7
1788701370,s1,lose,,,s1-S7
1788701379,s1,spin,4.34,,s1-S7
1788701383,s1,lose,,,s1-S7
1788701396,s1,spin,12.06,,s1-S7
1788701403,s1,cashout,,50.19,s1-S7
1788701456,s1,spin,5.52,,s1-S7
1788701461,s1,lose,,,s1-S7
1788701472,s1,spin,7.25,,s1-S7
1788701479,s1,lose,,,s1-S7
1788701498,s1,spin,12.41,,s1-S7
1788701501,s1,lose,,,s1-S7
1788701514,s1,spin,23.16,,s1-S7
1788701521,s1,lose,,,s1-S7
1788701538,s1,spin,29.35,,s1-S7
1788701545,s1,cashout,,84.7,s1-S7
1788701581,s1,spin,7.69,,s1-S7
1788701587,s1,lose,,,s1-S7
1788701596,s1,spin,7.49,,s1-S7
1788701603,s1,lose,,,s1-S7
1788701620,s1,signout,,,s1-S7
1788732981,s3,signin,,,s3-S5
1788733066,s3,topup,,,s3-S5
1788733146,s3,spin,3.36,,s3-S5
1788733152,s3,lose,,,s3-S5
1788733182,s3,spin,4.1,,s3-S5
1788733189,s3,cashout,,14.21,s3-S5
1788733266,s3,spin,8.87,,s3-S5
1788733269,s3,cashout,,28.93,s3-S5
1788733309,s3,spin,6.74,,s3-S5
1788733317,s3,almost,,,s3-S5
1788733345,s3,spin,7.09,,s3-S5
1788733351,s3,lose,,,s3-S5
1788733375,s3,spin,17.89,,s3-S5
1788733378,s3,lose,,,s3-S5
1788733396,s3,spin,20.99,,s3-S5
1788733399,s3,lose,,,s3-S5
1788733409,s3,spin,13.3,,s3-S5
1788733416,s3,almost,,,s3-S5
1788733442,s3,spin,33.71,,s3-S5
1788733448,s3,lose,,,s3-S5
1788733463,s3,spin,14.86,,s3-S5
1788733467,s3,lose,,,s3-S5
1788733487,s3,spin,38.14,,s3-S5
1788733493,s3,lose,,,s3-S5
1788733515,s3,spin,91.43,,s3-S5
1788733518,s3,lose,,,s3-S5
1788733527,s3,spin,54.99,,s3-S5
1788733531,s3,lose,,,s3-S5
1788733551,s3,spin,68.5,,s3-S5
1788733557,s3,lose,,,s3-S5
1788733571,s3,spin,132.88,,s3-S5
1788733579,s3,lose,,,s3-S5
1788733589,s3,spin,99.98,,s3-S5
1788733596,s3,lose,,,s3-S5
1788733610,s3,spin,240.97,,s3-S5
1788733615,s3,almost,,,s3-S5
1788733633,s3,spin,267.02,,s3-S5
1788733638,s3,lose,,,s3-S5
1788733651,s3,spin,680.35,,s3-S5
1788733655,s3,lose,,,s3-S5
1788733671,s3,spin,589.71,,s3-S5
1788733677,s3,lose,,,s3-S5
1788733692,s3,spin,472.45,,s3-S5
1788733695,s3,cashout,,1087.8,s3-S5
1788733745,s3,spin,5.18,,s3-S5
1788733752,s3,lose,,,s3-S5
1788733762,s3,spin,5.38,,s3-S5
1788733766,s3,lose,,,s3-S5
1788733771,s3,spin,14.99,,s3-S5
1788733777,s3,lose,,,s3-S5
1788733788,s3,spin,12.94,,s3-S5
1788733793,s3,lose,,,s3-S5
1788733808,s3,spin,32.65,,s3-S5
1788733815,s3,lose,,,s3-S5
1788733821,s3,spin,36.3,,s3-S5
1788733825,s3,lose,,,s3-S5
1788733833,s3,spin,43.2,,s3-S5
1788733837,s3,lose,,,s3-S5
1788733847,s3,spin,49.15,,s3-S5
1788733853,s3,cashout,,110.44,s3-S5
1788733887,s3,spin,8.39,,s3-S5
1788733891,s3,lose,,,s3-S5
1788733900,s3,spin,3.96,,s3-S5
1788733903,s3,lose,,,s3-S5
1788733937,s3,signout,,,s3-S5
1788780366,s2,signin,,,s2-S7
1788780424,s2,topup,,,s2-S7
1788780509,s2,spin,4.12,,s2-S7
1788780516,s2,lose,,,s2-S7
1788780533,s2,spin,10.22,,s2-S7
1788780538,s2,lose,,,s2-S7
1788780555,s2,spin,12.97,,s2-S7
1788780560,s2,almost,,,s2-S7
1788780574,s2,spin,15.62,,s2-S7
1788780578,s2,lose,,,s2-S7
1788780597,s2,spin,28.46,,s2-S7
1788780604,s2,cashout,,56.83,s2-S7
1788780651,s2,spin,6.82,,s2-S7
1788780654,s2,almost,,,s2-S7
1788780675,s2,spin,3.24,,s2-S7
1788780682,s2,lose,,,s2-S7
1788780700,s2,spin,4.03,,s2-S7
1788780705,s2,lose,,,s2-S7
1788780723,s2,spin,11.24,,s2-S7
1788780728,s2,cashout,,38.84,s2-S7
1788780789,s2,spin,5.67,,s2-S7
1788780793,s2,lose,,,s2-S7
1788780813,s2,spin,11,,s2-S7
1788780817,s2,lose,,,s2-S7
1788780841,s2,spin,13.01,,s2-S7
1788780847,s2,lose,,,s2-S7
1788780870,s2,spin,13.37,,s2-S7
1788780877,s2,lose,,,s2-S7
1788780887,s2,spin,8.84,,s2-S7
1788780892,s2,lose,,,s2-S7
1788780919,s2,signout,,,s2-S7
1788880648,s1,signin,,,s1-S8
1788880717,s1,spin,7.44,,s1-S8
1788880723,s1,lose,,,s1-S8
1788880751,s1,spin,6.12,,s1-S8
1788880757,s1,lose,,,s1-S8
1788880772,s1,spin,4.45,,s1-S8
1788880778,s1,lose,,,s1-S8
1788880788,s1,spin,9.64,,s1-S8
1788880791,s1,cashout,,25.87,s1-S8
1788880844,s1,spin,3.83,,s1-S8
1788880848,s1,lose,,,s1-S8
1788880862,s1,spin,11.1,,s1-S8
1788880869,s1,lose,,,s1-S8
1788880881,s1,spin,7.61,,s1-S8
1788880887,s1,almost,,,s1-S8
1788880919,s1,signout,,,s1-S8
1788963898,s1,signin,,,s1-S9
1788963971,s1,topup,,,s1-S9
1788964037,s1,spin,6.81,,s1-S9
1788964042,s1,almost,,,s1-S9
1788964055,s1,spin,11.22,,s1-S9
1788964060,s1,almost,,,s1-S9
1788964082,s1,spin,13.84,,s1-S9
1788964088,s1,almost,,,s1-S9
1788964112,s1,spin,21.67,,s1-S9
1788964117,s1,lose,,,s1-S9
1788964144,s1,spin,10.04,,s1-S9
1788964150,s1,cashout,,16.34,s1-S9
1788964202,s1,spin,5.86,,s1-S9
1788964207,s1,lose,,,s1-S9
1788964231,s1,spin,3.59,,s1-S9
1788964236,s1,almost,,,s1-S9
1788964254,s1,spin,11.39,,s1-S9
1788964259,s1,lose,,,s1-S9
1788964276,s1,spin,14.3,,s1-S9
1788964282,s1,lose,,,s1-S9
1788964302,s1,spin,20.04,,s1-S9
1788964306,s1,lose,,,s1-S9
1788964319,s1,spin,42.78,,s1-S9
1788964327,s1,lose,,,s1-S9
1788964341,s1,spin,24.62,,s1-S9
1788964348,s1,lose,,,s1-S9
1788964360,s1,spin,24.94,,s1-S9
1788964365,s1,lose,,,s1-S9
1788964385,s1,spin,26.47,,s1-S9
1788964389,s1,lose,,,s1-S9
1788964408,s1,spin,128.72,,s1-S9
1788964413,s1,lose,,,s1-S9
1788964426,s1,spin,49.75,,s1-S9
1788964431,s1,lose,,,s1-S9
1788964441,s1,spin,172.31,,s1-S9
1788964448,s1,cashout,,316.79,s1-S9
1788964474,s1,spin,5.26,,s1-S9
1788964481,s1,lose,,,s1-S9
1788964492,s1,spin,10.77,,s1-S9
1788964499,s1,cashout,,14.14,s1-S9
1788964524,s1,spin,5.48,,s1-S9
1788964532,s1,lose,,,s1-S9
1788964545,s1,spin,12.81,,s1-S9
1788964549,s1,almost,,,s1-S9
1788964556,s1,spin,9.53,,s1-S9
1788964562,s1,almost,,,s1-S9
1788964573,s1,spin,7.65,,s1-S9
1788964577,s1,lose,,,s1-S9
1788964596,s1,signout,,,s1-S9
1789002445,s1,signin,,,s1-S10
1789002524,s1,topup,,,s1-S10
1789002611,s1,spin,5.95,,s1-S10
1789002618,s1,lose,,,s1-S10
1789002632,s1,spin,9.93,,s1-S10
1789002637,s1,lose,,,s1-S10
1789002666,s1,spin,11.77,,s1-S10
1789002672,s1,cashout,,48.98,s1-S10
1789002727,s1,spin,2.42,,s1-S10
1789002731,s1,cashout,,7.62,s1-S10
1789002763,s1,signout,,,s1-S10
1789131681,s2,signin,,,s2-S8
1789131713,s2,topup,,,s2-S8
1789131774,s2,spin,3.64,,s2-S8
1789131781,s2,lose,,,s2-S8
1789131806,s2,spin,10.17,,s2-S8
1789131810,s2,lose,,,s2-S8
1789131838,s2,spin,10.9,,s2-S8
1789131845,s2,cashout,,39.22,s2-S8
1789131929,s2,spin,4.89,,s2-S8
1789131937,s2,cashout,,16.92,s2-S8
1789132010,s2,spin,4.5,,s2-S8
1789132018,s2,cashout,,17.91,s2-S8
1789132070,s2,spin,8.59,,s2-S8
1789132077,s2,lose,,,s2-S8
1789132088,s2,spin,12.55,,s2-S8
1789132096,s2,lose,,,s2-S8
1789132119,s2,spin,16.49,,s2-S8
1789132124,s2,lose,,,s2-S8
1789132144,s2,spin,5.44,,s2-S8
1789132150,s2,lose,,,s2-S8
1789132180,s2,signout,,,s2-S8
1789154374,s3,signin,,,s3-S6
1789154481,s3,topup,,,s3-S6
1789154541,s3,spin,8.25,,s3-S6
1789154548,s3,cashout,,18.41,s3-S6
1789154578,s3,spin,2.96,,s3-S6
1789154584,s3,lose,,,s3-S6
1789154599,s3,spin,8.47,,s3-S6
1789154605,s3,lose,,,s3-S6
1789154631,s3,spin,4.6,,s3-S6
1789154638,s3,lose,,,s3-S6
1789154662,s3,spin,7.94,,s3-S6
1789154669,s3,lose,,,s3-S6
1789154692,s3,spin,10.51,,s3-S6
1789154697,s3,lose,,,s3-S6
1789154709,s3,spin,15.52,,s3-S6
1789154716,s3,lose,,,s3-S6
1789154728,s3,spin,32.08,,s3-S6
1789154735,s3,lose,,,s3-S6
1789154748,s3,spin,81.17,,s3-S6
1789154753,s3,lose,,,s3-S6
1789154793,s3,signout,,,s3-S6
1789254223,s1,signin,,,s1-S11
1789254302,s1,topup,,,s1-S11
1789254378,s1,spin,2.87,,s1-S11
1789254384,s1,lose,,,s1-S11
1789254409,s1,spin,9.97,,s1-S11
1789254415,s1,almost,,,s1-S11
1789254429,s1,spin,4.85,,s1-S11
1789254434,s1,lose,,,s1-S11
1789254451,s1,spin,12.22,,s1-S11
1789254456,s1,cashout,,22.33,s1-S11
1789254502,s1,spin,5.18,,s1-S11
1789254509,s1,cashout,,11.64,s1-S11
1789254587,s1,spin,7.58,,s1-S11
1789254594,s1,lose,,,s1-S11
1789254622,s1,spin,11.08,,s1-S11
1789254625,s1,lose,,,s1-S11
1789254647,s1,spin,13.89,,s1-S11
1789254650,s1,lose,,,s1-S11
1789254672,s1,spin,20.69,,s1-S11
1789254678,s1,lose,,,s1-S11
1789254695,s1,spin,18.95,,s1-S11
1789254703,s1,lose,,,s1-S11
1789254713,s1,spin,26.25,,s1-S11
1789254716,s1,lose,,,s1-S11
1789254734,s1,spin,16.5,,s1-S11
1789254738,s1,lose,,,s1-S11
1789254757,s1,spin,65.79,,s1-S11
1789254764,s1,lose,,,s1-S11
1789254772,s1,spin,60.33,,s1-S11
1789254780,s1,lose,,,s1-S11
1789254800,s1,spin,127.09,,s1-S11
1789254805,s1,lose,,,s1-S11
1789254818,s1,spin,88.2,,s1-S11
1789254826,s1,almost,,,s1-S11
1789254839,s1,spin,209.14,,s1-S11
1789254846,s1,lose,,,s1-S11
1789254863,s1,spin,305.56,,s1-S11
1789254866,s1,almost,,,s1-S11
1789254885,s1,spin,431.93,,s1-S11
1789254891,s1,lose,,,s1-S11
1789254900,s1,spin,403.44,,s1-S11
1789254907,s1,lose,,,s1-S11
1789254918,s1,spin,445.81,,s1-S11
1789254923,s1,cashout,,661.39,s1-S11
1789254952,s1,spin,9.81,,s1-S11
1789254955,s1,almost,,,s1-S11
1789254966,s1,spin,7.43,,s1-S11
1789254970,s1,cashout,,28.04,s1-S11
1789254989,s1,spin,6.25,,s1-S11
1789254993,s1,cashout,,15.36,s1-S11
1789255018,s1,spin,3.86,,s1-S11
1789255025,s1,lose,,,s1-S11
1789255040,s1,spin,4.68,,s1-S11
1789255044,s1,lose,,,s1-S11
1789255053,s1,spin,10.97,,s1-S11
1789255059,s1,cashout,,14.12,s1-S11
1789255087,s1,spin,5.83,,s1-S11
1789255091,s1,lose,,,s1-S11
1789255102,s1,spin,8.07,,s1-S11
1789255110,s1,lose,,,s1-S11
1789255118,s1,spin,3.99,,s1-S11
1789255124,s1,lose,,,s1-S11
1789255134,s1,spin,12.74,,s1-S11
1789255138,s1,lose,,,s1-S11
1789255147,s1,spin,20.64,,s1-S11
1789255154,s1,lose,,,s1-S11
1789255161,s1,spin,35.29,,s1-S11
1789255168,s1,almost,,,s1-S11
1789255176,s1,spin,14.76,,s1-S11
1789255180,s1,cashout,,30.61,s1-S11
1789255206,s1,spin,3.53,,s1-S11
1789255210,s1,lose,,,s1-S11
1789255215,s1,spin,8.58,,s1-S11
1789255220,s1,lose,,,s1-S11
1789255223,s1,spin,11.02,,s1-S11
1789255228,s1,almost,,,s1-S11
1789255232,s1,spin,23.22,,s1-S11
1789255238,s1,lose,,,s1-S11
1789255242,s1,spin,12.27,,s1-S11
1789255246,s1,lose,,,s1-S11
1789255251,s1,spin,21.68,,s1-S11
1789255257,s1,cashout,,57.36,s1-S11
1789255263,s1,spin,4.53,,s1-S11
1789255269,s1,cashout,,7.52,s1-S11
1789255280,s1,spin,6.06,,s1-S11
1789255285,s1,lose,,,s1-S11
1789255290,s1,spin,3.59,,s1-S11
1789255296,s1,cashout,,8.03,s1-S11
1789255301,s1,spin,8.66,,s1-S11
1789255305,s1,lose,,,s1-S11
1789255306,s1,spin,8.2,,s1-S11
1789255310,s1,lose,,,s1-S11
1789255337,s1,signout,,,s1-S11
1789349392,s1,signin,,,s1-S12
1789349474,s1,topup,,,s1-S12
1789349558,s1,spin,8.88,,s1-S12
1789349562,s1,lose,,,s1-S12
1789349582,s1,spin,4.77,,s1-S12
1789349589,s1,lose,,,s1-S12
1789349605,s1,spin,10.81,,s1-S12
1789349611,s1,almost,,,s1-S12
1789349632,s1,spin,23.61,,s1-S12
1789349636,s1,lose,,,s1-S12
1789349653,s1,spin,30.71,,s1-S12
1789349656,s1,cashout,,92.29,s1-S12
1789349719,s1,spin,8.57,,s1-S12
1789349725,s1,cashout,,16.01,s1-S12
1789349797,s1,spin,6.1,,s1-S12
1789349801,s1,lose,,,s1-S12
1789349825,s1,spin,11.67,,s1-S12
1789349830,s1,lose,,,s1-S12
1789349840,s1,spin,4.73,,s1-S12
1789349846,s1,lose,,,s1-S12
1789349869,s1,spin,22.43,,s1-S12
1789349875,s1,lose,,,s1-S12
1789349893,s1,spin,19.73,,s1-S12
1789349899,s1,lose,,,s1-S12
1789349915,s1,spin,23.33,,s1-S12
1789349922,s1,almost,,,s1-S12
1789349941,s1,spin,40.34,,s1-S12
1789349948,s1,lose,,,s1-S12
1789349980,s1,signout,,,s1-S12
1789467974,s3,signin,,,s3-S7
1789468018,s3,topup,,,s3-S7
1789468080,s3,spin,7.16,,s3-S7
1789468083,s3,cashout,,21.96,s3-S7
1789468130,s3,spin,7.8,,s3-S7
1789468137,s3,lose,,,s3-S7
1789468166,s3,spin,4.25,,s3-S7
1789468171,s3,lose,,,s3-S7
1789468183,s3,spin,10.17,,s3-S7
1789468189,s3,almost,,,s3-S7
1789468212,s3,spin,16.72,,s3-S7
1789468219,s3,lose,,,s3-S7
1789468238,s3,spin,12.97,,s3-S7
1789468242,s3,lose,,,s3-S7
1789468263,s3,spin,20.37,,s3-S7
1789468271,s3,cashout,,80.4,s3-S7
1789468309,s3,spin,9.14,,s3-S7
1789468317,s3,lose,,,s3-S7
1789468356,s3,signout,,,s3-S7
1789478851,s1,signin,,,s1-S13
1789478942,s1,topup,,,s1-S13
1789479031,s1,spin,7.97,,s1-S13
1789479034,s1,lose,,,s1-S13
1789479053,s1,spin,9.5,,s1-S13
1789479059,s1,almost,,,s1-S13
1789479071,s1,spin,12.89,,s1-S13
1789479078,s1,lose,,,s1-S13
1789479093,s1,spin,14.88,,s1-S13
1789479097,s1,lose,,,s1-S13
1789479112,s1,spin,15.12,,s1-S13
1789479116,s1,cashout,,45.84,s1-S13
1789479160,s1,spin,2.79,,s1-S13
1789479166,s1,lose,,,s1-S13
1789479178,s1,spin,5.78,,s1-S13
1789479186,s1,lose,,,s1-S13
1789479206,s1,spin,6.56,,s1-S13
1789479210,s1,lose,,,s1-S13
1789479234,s1,spin,14.96,,s1-S13
1789479237,s1,lose,,,s1-S13
1789479260,s1,spin,13.72,,s1-S13
1789479268,s1,lose,,,s1-S13
1789479292,s1,spin,11.34,,s1-S13
1789479298,s1,almost,,,s1-S13
1789479308,s1,spin,26.54,,s1-S13
1789479312,s1,lose,,,s1-S13
1789479323,s1,spin,27.62,,s1-S13
1789479326,s1,cashout,,38.61,s1-S13
1789479358,s1,spin,3.71,,s1-S13
1789479366,s1,lose,,,s1-S13
1789479380,s1,spin,4.42,,s1-S13
1789479385,s1,almost,,,s1-S13
1789479399,s1,spin,14.66,,s1-S13
1789479407,s1,lose,,,s1-S13
1789479424,s1,spin,9.07,,s1-S13
1789479427,s1,lose,,,s1-S13
1789479440,s1,spin,13.19,,s1-S13
1789479444,s1,lose,,,s1-S13
1789479451,s1,spin,8.99,,s1-S13
1789479455,s1,lose,,,s1-S13
1789479473,s1,spin,52.95,,s1-S13
1789479478,s1,lose,,,s1-S13
1789479491,s1,spin,51.17,,s1-S13
1789479498,s1,lose,,,s1-S13
1789479514,s1,spin,83.7,,s1-S13
1789479522,s1,lose,,,s1-S13
1789479536,s1,spin,41.96,,s1-S13
1789479544,s1,lose,,,s1-S13
1789479555,s1,spin,129.82,,s1-S13
1789479561,s1,cashout,,539.8,s1-S13
1789479578,s1,spin,8.58,,s1-S13
1789479586,s1,lose,,,s1-S13
1789479599,s1,spin,3.96,,s1-S13
1789479606,s1,cashout,,13.85,s1-S13
1789479623,s1,spin,4.54,,s1-S13
1789479627,s1,lose,,,s1-S13
1789479650,s1,signout,,,s1-S13
1789599753,s2,signin,,,s2-S9
1789599871,s2,topup,,,s2-S9
1789599918,s2,spin,6.81,,s2-S9
1789599921,s2,lose,,,s2-S9
1789599946,s2,spin,4.75,,s2-S9
1789599953,s2,almost,,,s2-S9
1789599971,s2,spin,7.88,,s2-S9
1789599976,s2,lose,,,s2-S9
1789599991,s2,spin,7.8,,s2-S9
1789599995,s2,cashout,,22.53,s2-S9
1789600072,s2,spin,8.19,,s2-S9
1789600077,s2,lose,,,s2-S9
1789600096,s2,spin,12.15,,s2-S9
1789600101,s2,lose,,,s2-S9
1789600145,s2,signout,,,s2-S9
1789646629,s3,signin,,,s3-S8
1789646661,s3,topup,,,s3-S8
1789646698,s3,spin,6.56,,s3-S8
1789646702,s3,cashout,,11.75,s3-S8
1789646780,s3,spin,6.63,,s3-S8
1789646785,s3,lose,,,s3-S8
1789646812,s3,spin,3.13,,s3-S8
1789646818,s3,cashout,,9.11,s3-S8
1789646871,s3,spin,7.31,,s3-S8
1789646876,s3,lose,,,s3-S8
1789646888,s3,spin,4.79,,s3-S8
1789646895,s3,lose,,,s3-S8
1789646921,s3,spin,6.62,,s3-S8
1789646927,s3,lose,,,s3-S8
1789646952,s3,spin,6.54,,s3-S8
1789646955,s3,lose,,,s3-S8
1789646981,s3,spin,16.75,,s3-S8
1789646986,s3,lose,,,s3-S8
1789647000,s3,spin,14.45,,s3-S8
1789647007,s3,lose,,,s3-S8
1789647017,s3,spin,15.76,,s3-S8
1789647024,s3,lose,,,s3-S8
1789647041,s3,spin,74.75,,s3-S8
1789647047,s3,lose,,,s3-S8
1789647059,s3,spin,70.42,,s3-S8
1789647062,s3,lose,,,s3-S8
1789647073,s3,spin,103.54,,s3-S8
1789647077,s3,almost,,,s3-S8
1789647089,s3,spin,140.51,,s3-S8
1789647093,s3,cashout,,178.65,s3-S8
1789647122,s3,spin,4.65,,s3-S8
1789647127,s3,lose,,,s3-S8
1789647148,s3,spin,10.48,,s3-S8
1789647152,s3,cashout,,20.31,s3-S8
1789647209,s3,spin,7.47,,s3-S8
1789647217,s3,lose,,,s3-S8
1789647225,s3,spin,3.37,,s3-S8
1789647233,s3,almost,,,s3-S8
1789647252,s3,spin,14.65,,s3-S8
1789647257,s3,lose,,,s3-S8
1789647272,s3,spin,18.42,,s3-S8
1789647279,s3,lose,,,s3-S8
1789647295,s3,spin,6.88,,s3-S8
1789647299,s3,lose,,,s3-S8
1789647314,s3,spin,11.65,,s3-S8
1789647321,s3,cashout,,38.97,s3-S8
1789647346,s3,spin,2.25,,s3-S8
1789647353,s3,lose,,,s3-S8
1789647370,s3,spin,10.23,,s3-S8
1789647375,s3,lose,,,s3-S8
1789647383,s3,spin,12.72,,s3-S8
1789647388,s3,lose,,,s3-S8
1789647397,s3,spin,23.03,,s3-S8
1789647403,s3,lose,,,s3-S8
1789647413,s3,spin,15.28,,s3-S8
1789647420,s3,lose,,,s3-S8
1789647456,s3,signout,,,s3-S8
1789647515,s1,signin,,,s1-S14
1789647565,s1,topup,,,s1-S14
1789647654,s1,spin,9.56,,s1-S14
1789647662,s1,lose,,,s1-S14
1789647691,s1,spin,9,,s1-S14
1789647695,s1,lose,,,s1-S14
1789647716,s1,signout,,,s1-S14
